Title,Named-entity,Sentence
Vladimir Putin,Infobox,Infobox officeholder name              Vladimir Putin native_name        image             Vladimir Putin 17-11-2021 (cropped).jpg caption           Putin in 2021 office1           President of Russia term_start1       7 May 2012 term_end1         predecessor1      Dmitry Medvedev successor1        primeminister1     term_start2       7 May 2000 term_end2         7 May 2008Acting: 31 December 1999  7 May 2000 predecessor2      Boris Yeltsin successor2        Dmitry Medvedev primeminister2     office3           Prime Minister of Russia term_start3       8 May 2008 term_end3         7 May 2012 predecessor3      Viktor Zubkov successor3        Dmitry Medvedev president3        Dmitry Medvedev 1blankname3       First Deputy 1namedata3         term_start4       9 August 1999 term_end4         7 May 2000 predecessor4      Sergei Stepashin successor4        Mikhail Kasyanov president4        Boris Yeltsin 1blankname4       First Deputy 1namedata4         office5           Secretary of the Security Council of Russia term_start5       9 March 1999 term_end5         9 August 1999 president5        Boris Yeltsin predecessor5      Nikolay Bordyuzha successor5        Sergei Ivanov office6           Director of the Federal Security Service term_start6       25 July 1998 term_end6         29 March 1999 president6        Boris Yeltsin predecessor6      Nikolay Kovalyov successor6        Nikolai Patrushev office7           Leader of All-Russia People's Front term_start7       12 June 2013 term_end7         predecessor7      Office established office8           Chairman of the Council of Ministers of the Union State 1blankname8       Chairman 1namedata8         2blankname8       General Secretary 2namedata8        Pavel Borodin term_start8       27 May 2008 term_end8         18 July 2012 predecessor8      Viktor Zubkov successor8        Dmitry Medvedev office9           Leader of United Russia term_start9       7 May 2008 term_end9         26 May 2012 predecessor9      Boris Gryzlov successor9        Dmitry Medvedev party             Independent (19911995; 20012008; 2012present)
Vladimir Putin,Kenya,"[ How Asia is responding to Russia's invasion of Ukraine]; www.japantimes.co.jp; 4 March 2022[ China called out for easing trading restrictions with Russia]; news.com.au; 25 February 2022[ Russia invasion of Ukraine: NZ Parliament condemns 'bully' Putin; Luxon and Ardern face off on living costs]; www.nzherald.co.nz; 1 March 2022 From Africa, Kenya warned that Putin's actions threatened to ""plunge [former colonies] back into new forms of domination and oppression""."
Vladimir Putin,Putin,"[ How Asia is responding to Russia's invasion of Ukraine]; www.japantimes.co.jp; 4 March 2022[ China called out for easing trading restrictions with Russia]; news.com.au; 25 February 2022[ Russia invasion of Ukraine: NZ Parliament condemns 'bully' Putin; Luxon and Ardern face off on living costs]; www.nzherald.co.nz; 1 March 2022 From Africa, Kenya warned that Putin's actions threatened to ""plunge [former colonies] back into new forms of domination and oppression""."
Vladimir Putin,Kenya,[ Kenya's UN ambassador slams Russia and compares Ukraine crisis to Africa's colonial past]; edition.cnn.com; 23 February 2022 Even traditionally neutral Switzerland imposed sanctions.
Vladimir Putin,UN,[ Kenya's UN ambassador slams Russia and compares Ukraine crisis to Africa's colonial past]; edition.cnn.com; 23 February 2022 Even traditionally neutral Switzerland imposed sanctions.
Vladimir Putin,Russia,[ Kenya's UN ambassador slams Russia and compares Ukraine crisis to Africa's colonial past]; edition.cnn.com; 23 February 2022 Even traditionally neutral Switzerland imposed sanctions.
Vladimir Putin,Ukraine,[ Kenya's UN ambassador slams Russia and compares Ukraine crisis to Africa's colonial past]; edition.cnn.com; 23 February 2022 Even traditionally neutral Switzerland imposed sanctions.
Vladimir Putin,Africa,[ Kenya's UN ambassador slams Russia and compares Ukraine crisis to Africa's colonial past]; edition.cnn.com; 23 February 2022 Even traditionally neutral Switzerland imposed sanctions.
Vladimir Putin,23 February 2022,[ Kenya's UN ambassador slams Russia and compares Ukraine crisis to Africa's colonial past]; edition.cnn.com; 23 February 2022 Even traditionally neutral Switzerland imposed sanctions.
Vladimir Putin,Switzerland,[ Kenya's UN ambassador slams Russia and compares Ukraine crisis to Africa's colonial past]; edition.cnn.com; 23 February 2022 Even traditionally neutral Switzerland imposed sanctions.
Vladimir Putin,Switzerland,"[ Switzerland adopts wholesale EU sanctions against Russia]; www.theguardian.com; 1 March 2022 On 3 March, the United Nations General Assembly overwhelmingly voted to condemn Russia for the invasion and demanded the withdrawal of Putin's forces."
Vladimir Putin,EU,"[ Switzerland adopts wholesale EU sanctions against Russia]; www.theguardian.com; 1 March 2022 On 3 March, the United Nations General Assembly overwhelmingly voted to condemn Russia for the invasion and demanded the withdrawal of Putin's forces."
Vladimir Putin,Russia,"[ Switzerland adopts wholesale EU sanctions against Russia]; www.theguardian.com; 1 March 2022 On 3 March, the United Nations General Assembly overwhelmingly voted to condemn Russia for the invasion and demanded the withdrawal of Putin's forces."
Vladimir Putin,1 March 2022,"[ Switzerland adopts wholesale EU sanctions against Russia]; www.theguardian.com; 1 March 2022 On 3 March, the United Nations General Assembly overwhelmingly voted to condemn Russia for the invasion and demanded the withdrawal of Putin's forces."
Vladimir Putin,3 March,"[ Switzerland adopts wholesale EU sanctions against Russia]; www.theguardian.com; 1 March 2022 On 3 March, the United Nations General Assembly overwhelmingly voted to condemn Russia for the invasion and demanded the withdrawal of Putin's forces."
Vladimir Putin,the United Nations General Assembly,"[ Switzerland adopts wholesale EU sanctions against Russia]; www.theguardian.com; 1 March 2022 On 3 March, the United Nations General Assembly overwhelmingly voted to condemn Russia for the invasion and demanded the withdrawal of Putin's forces."
Vladimir Putin,Russia,"[ Switzerland adopts wholesale EU sanctions against Russia]; www.theguardian.com; 1 March 2022 On 3 March, the United Nations General Assembly overwhelmingly voted to condemn Russia for the invasion and demanded the withdrawal of Putin's forces."
Vladimir Putin,Putin,"[ Switzerland adopts wholesale EU sanctions against Russia]; www.theguardian.com; 1 March 2022 On 3 March, the United Nations General Assembly overwhelmingly voted to condemn Russia for the invasion and demanded the withdrawal of Putin's forces."
Vladimir Putin,The United Nations General Assembly Resolution ES-11/Resolution,The United Nations General Assembly Resolution ES-11/Resolution ES-11/1 was passed by 141 votes to five (with 35 abstentions).
Vladimir Putin,141,The United Nations General Assembly Resolution ES-11/Resolution ES-11/1 was passed by 141 votes to five (with 35 abstentions).
Vladimir Putin,five,The United Nations General Assembly Resolution ES-11/Resolution ES-11/1 was passed by 141 votes to five (with 35 abstentions).
Vladimir Putin,35,The United Nations General Assembly Resolution ES-11/Resolution ES-11/1 was passed by 141 votes to five (with 35 abstentions).
Vladimir Putin,U.N. General Assembly,[ U.N. General Assembly in historic vote denounces Russia over Ukraine invasion]; www.reuters.com; 3 March 2022 Putin's ally China and India abstained.
Vladimir Putin,Russia,[ U.N. General Assembly in historic vote denounces Russia over Ukraine invasion]; www.reuters.com; 3 March 2022 Putin's ally China and India abstained.
Vladimir Putin,Ukraine,[ U.N. General Assembly in historic vote denounces Russia over Ukraine invasion]; www.reuters.com; 3 March 2022 Putin's ally China and India abstained.
Vladimir Putin,3 March 2022,[ U.N. General Assembly in historic vote denounces Russia over Ukraine invasion]; www.reuters.com; 3 March 2022 Putin's ally China and India abstained.
Vladimir Putin,Putin,[ U.N. General Assembly in historic vote denounces Russia over Ukraine invasion]; www.reuters.com; 3 March 2022 Putin's ally China and India abstained.
Vladimir Putin,China,[ U.N. General Assembly in historic vote denounces Russia over Ukraine invasion]; www.reuters.com; 3 March 2022 Putin's ally China and India abstained.
Vladimir Putin,India,[ U.N. General Assembly in historic vote denounces Russia over Ukraine invasion]; www.reuters.com; 3 March 2022 Putin's ally China and India abstained.
Vladimir Putin,Russia,"International reactions to the invasion has given Russia a pariah status,In response to what Putin called ""aggressive statements"" by the West, he put the Strategic Rocket Forces's nuclear deterrence units on high alert."
Vladimir Putin,Putin,"International reactions to the invasion has given Russia a pariah status,In response to what Putin called ""aggressive statements"" by the West, he put the Strategic Rocket Forces's nuclear deterrence units on high alert."
Vladimir Putin,West,"International reactions to the invasion has given Russia a pariah status,In response to what Putin called ""aggressive statements"" by the West, he put the Strategic Rocket Forces's nuclear deterrence units on high alert."
Vladimir Putin,the Strategic Rocket Forces's,"International reactions to the invasion has given Russia a pariah status,In response to what Putin called ""aggressive statements"" by the West, he put the Strategic Rocket Forces's nuclear deterrence units on high alert."
Vladimir Putin,4 March,"On 4 March, Putin signed into law a bill introducing prison sentences of up to 15 years for those who publish ""knowingly false information"" about the Russian military and its operations, leading to some media outlets in Russia to stop reporting on Ukraine."
Vladimir Putin,Putin,"On 4 March, Putin signed into law a bill introducing prison sentences of up to 15 years for those who publish ""knowingly false information"" about the Russian military and its operations, leading to some media outlets in Russia to stop reporting on Ukraine."
Vladimir Putin,up to 15 years,"On 4 March, Putin signed into law a bill introducing prison sentences of up to 15 years for those who publish ""knowingly false information"" about the Russian military and its operations, leading to some media outlets in Russia to stop reporting on Ukraine."
Vladimir Putin,Russian,"On 4 March, Putin signed into law a bill introducing prison sentences of up to 15 years for those who publish ""knowingly false information"" about the Russian military and its operations, leading to some media outlets in Russia to stop reporting on Ukraine."
Vladimir Putin,Russia,"On 4 March, Putin signed into law a bill introducing prison sentences of up to 15 years for those who publish ""knowingly false information"" about the Russian military and its operations, leading to some media outlets in Russia to stop reporting on Ukraine."
Vladimir Putin,Ukraine,"On 4 March, Putin signed into law a bill introducing prison sentences of up to 15 years for those who publish ""knowingly false information"" about the Russian military and its operations, leading to some media outlets in Russia to stop reporting on Ukraine."
Vladimir Putin,Russia,"Russia's actions in Ukraine, including the alleged use of cluster bombs and thermobaric weapons, have led to calls for investigations of possible war crimes."
Vladimir Putin,Ukraine,"Russia's actions in Ukraine, including the alleged use of cluster bombs and thermobaric weapons, have led to calls for investigations of possible war crimes."
Vladimir Putin,The International Criminal Court,"The International Criminal Court stated that it would investigate Russian conduct in Ukraine since 2013.On 16 March, Putin issued a warning to Russian ""traitors"" who he said the West wanted to use as a ""fifth column"" to destroy Russia."
Vladimir Putin,Russian,"The International Criminal Court stated that it would investigate Russian conduct in Ukraine since 2013.On 16 March, Putin issued a warning to Russian ""traitors"" who he said the West wanted to use as a ""fifth column"" to destroy Russia."
Vladimir Putin,Ukraine,"The International Criminal Court stated that it would investigate Russian conduct in Ukraine since 2013.On 16 March, Putin issued a warning to Russian ""traitors"" who he said the West wanted to use as a ""fifth column"" to destroy Russia."
Vladimir Putin,16 March,"The International Criminal Court stated that it would investigate Russian conduct in Ukraine since 2013.On 16 March, Putin issued a warning to Russian ""traitors"" who he said the West wanted to use as a ""fifth column"" to destroy Russia."
Vladimir Putin,Putin,"The International Criminal Court stated that it would investigate Russian conduct in Ukraine since 2013.On 16 March, Putin issued a warning to Russian ""traitors"" who he said the West wanted to use as a ""fifth column"" to destroy Russia."
Vladimir Putin,Russian,"The International Criminal Court stated that it would investigate Russian conduct in Ukraine since 2013.On 16 March, Putin issued a warning to Russian ""traitors"" who he said the West wanted to use as a ""fifth column"" to destroy Russia."
Vladimir Putin,West,"The International Criminal Court stated that it would investigate Russian conduct in Ukraine since 2013.On 16 March, Putin issued a warning to Russian ""traitors"" who he said the West wanted to use as a ""fifth column"" to destroy Russia."
Vladimir Putin,fifth,"The International Criminal Court stated that it would investigate Russian conduct in Ukraine since 2013.On 16 March, Putin issued a warning to Russian ""traitors"" who he said the West wanted to use as a ""fifth column"" to destroy Russia."
Vladimir Putin,Russia,"The International Criminal Court stated that it would investigate Russian conduct in Ukraine since 2013.On 16 March, Putin issued a warning to Russian ""traitors"" who he said the West wanted to use as a ""fifth column"" to destroy Russia."
Vladimir Putin,Russians,"He said that Russians should undergo ""natural and necessary self-cleansing of society"" to rid themselves of ""bastards"" and pro-Western ""traitors."
Vladimir Putin,March,"March, the UN General Assembly adopted a resolution drafted by Ukraine and its allies which criticized Russia for creating a ""dire"" humanitarian situation and demanded aid access as well as the protection of civilians in Ukraine."
Vladimir Putin,the UN General Assembly,"March, the UN General Assembly adopted a resolution drafted by Ukraine and its allies which criticized Russia for creating a ""dire"" humanitarian situation and demanded aid access as well as the protection of civilians in Ukraine."
Vladimir Putin,Ukraine,"March, the UN General Assembly adopted a resolution drafted by Ukraine and its allies which criticized Russia for creating a ""dire"" humanitarian situation and demanded aid access as well as the protection of civilians in Ukraine."
Vladimir Putin,Russia,"March, the UN General Assembly adopted a resolution drafted by Ukraine and its allies which criticized Russia for creating a ""dire"" humanitarian situation and demanded aid access as well as the protection of civilians in Ukraine."
Vladimir Putin,Ukraine,"March, the UN General Assembly adopted a resolution drafted by Ukraine and its allies which criticized Russia for creating a ""dire"" humanitarian situation and demanded aid access as well as the protection of civilians in Ukraine."
Vladimir Putin,140,"140 member states voted in favour, 38 abstained, and five voted against the resolution."
Vladimir Putin,38,"140 member states voted in favour, 38 abstained, and five voted against the resolution."
Vladimir Putin,five,"140 member states voted in favour, 38 abstained, and five voted against the resolution."
Vladimir Putin,Ukrainian,"Ukrainian President Volodymyr Zelenskyy said he was ""99.9 percent sure"" that Putin thought the Ukrainians would welcome the invading forces with ""flowers and smiles""."
Vladimir Putin,Volodymyr Zelenskyy,"Ukrainian President Volodymyr Zelenskyy said he was ""99.9 percent sure"" that Putin thought the Ukrainians would welcome the invading forces with ""flowers and smiles""."
Vladimir Putin,99.9 percent,"Ukrainian President Volodymyr Zelenskyy said he was ""99.9 percent sure"" that Putin thought the Ukrainians would welcome the invading forces with ""flowers and smiles""."
Vladimir Putin,Putin,"Ukrainian President Volodymyr Zelenskyy said he was ""99.9 percent sure"" that Putin thought the Ukrainians would welcome the invading forces with ""flowers and smiles""."
Vladimir Putin,Ukrainians,"Ukrainian President Volodymyr Zelenskyy said he was ""99.9 percent sure"" that Putin thought the Ukrainians would welcome the invading forces with ""flowers and smiles""."
Vladimir Putin,Putin,"Domestic policies Putin's domestic policies, particularly early in his first presidency, were aimed at creating a vertical power structure."
Vladimir Putin,first,"Domestic policies Putin's domestic policies, particularly early in his first presidency, were aimed at creating a vertical power structure."
Vladimir Putin,13 May 2000,"On 13 May 2000, he issued a decree organizing the 89 federal subjects of Russia into seven administrative federal districts and appointed a presidential envoy responsible for each of those districts (whose official title is Plenipotentiary Representative).According to Stephen K.Stephen White, under the presidency of Putin, Russia made it clear that it had no intention of establishing a ""second edition"" of the American or British political system, but rather a system that was closer to Russia's own traditions and circumstances."
Vladimir Putin,89,"On 13 May 2000, he issued a decree organizing the 89 federal subjects of Russia into seven administrative federal districts and appointed a presidential envoy responsible for each of those districts (whose official title is Plenipotentiary Representative).According to Stephen K.Stephen White, under the presidency of Putin, Russia made it clear that it had no intention of establishing a ""second edition"" of the American or British political system, but rather a system that was closer to Russia's own traditions and circumstances."
Vladimir Putin,Russia,"On 13 May 2000, he issued a decree organizing the 89 federal subjects of Russia into seven administrative federal districts and appointed a presidential envoy responsible for each of those districts (whose official title is Plenipotentiary Representative).According to Stephen K.Stephen White, under the presidency of Putin, Russia made it clear that it had no intention of establishing a ""second edition"" of the American or British political system, but rather a system that was closer to Russia's own traditions and circumstances."
Vladimir Putin,seven,"On 13 May 2000, he issued a decree organizing the 89 federal subjects of Russia into seven administrative federal districts and appointed a presidential envoy responsible for each of those districts (whose official title is Plenipotentiary Representative).According to Stephen K.Stephen White, under the presidency of Putin, Russia made it clear that it had no intention of establishing a ""second edition"" of the American or British political system, but rather a system that was closer to Russia's own traditions and circumstances."
Vladimir Putin,Stephen K.Stephen White,"On 13 May 2000, he issued a decree organizing the 89 federal subjects of Russia into seven administrative federal districts and appointed a presidential envoy responsible for each of those districts (whose official title is Plenipotentiary Representative).According to Stephen K.Stephen White, under the presidency of Putin, Russia made it clear that it had no intention of establishing a ""second edition"" of the American or British political system, but rather a system that was closer to Russia's own traditions and circumstances."
Vladimir Putin,Putin,"On 13 May 2000, he issued a decree organizing the 89 federal subjects of Russia into seven administrative federal districts and appointed a presidential envoy responsible for each of those districts (whose official title is Plenipotentiary Representative).According to Stephen K.Stephen White, under the presidency of Putin, Russia made it clear that it had no intention of establishing a ""second edition"" of the American or British political system, but rather a system that was closer to Russia's own traditions and circumstances."
Vladimir Putin,Russia,"On 13 May 2000, he issued a decree organizing the 89 federal subjects of Russia into seven administrative federal districts and appointed a presidential envoy responsible for each of those districts (whose official title is Plenipotentiary Representative).According to Stephen K.Stephen White, under the presidency of Putin, Russia made it clear that it had no intention of establishing a ""second edition"" of the American or British political system, but rather a system that was closer to Russia's own traditions and circumstances."
Vladimir Putin,second,"On 13 May 2000, he issued a decree organizing the 89 federal subjects of Russia into seven administrative federal districts and appointed a presidential envoy responsible for each of those districts (whose official title is Plenipotentiary Representative).According to Stephen K.Stephen White, under the presidency of Putin, Russia made it clear that it had no intention of establishing a ""second edition"" of the American or British political system, but rather a system that was closer to Russia's own traditions and circumstances."
Vladimir Putin,American,"On 13 May 2000, he issued a decree organizing the 89 federal subjects of Russia into seven administrative federal districts and appointed a presidential envoy responsible for each of those districts (whose official title is Plenipotentiary Representative).According to Stephen K.Stephen White, under the presidency of Putin, Russia made it clear that it had no intention of establishing a ""second edition"" of the American or British political system, but rather a system that was closer to Russia's own traditions and circumstances."
Vladimir Putin,British,"On 13 May 2000, he issued a decree organizing the 89 federal subjects of Russia into seven administrative federal districts and appointed a presidential envoy responsible for each of those districts (whose official title is Plenipotentiary Representative).According to Stephen K.Stephen White, under the presidency of Putin, Russia made it clear that it had no intention of establishing a ""second edition"" of the American or British political system, but rather a system that was closer to Russia's own traditions and circumstances."
Vladimir Putin,Russia,"On 13 May 2000, he issued a decree organizing the 89 federal subjects of Russia into seven administrative federal districts and appointed a presidential envoy responsible for each of those districts (whose official title is Plenipotentiary Representative).According to Stephen K.Stephen White, under the presidency of Putin, Russia made it clear that it had no intention of establishing a ""second edition"" of the American or British political system, but rather a system that was closer to Russia's own traditions and circumstances."
Vladimir Putin,Swedish,"The practice of the system is characterized by Swedish economist Anders slund as manual management, commenting: ""After Putin resumed the presidency in 2012, his rule is best described as 'manual management' as the Russians like to put it."
Vladimir Putin,Anders,"The practice of the system is characterized by Swedish economist Anders slund as manual management, commenting: ""After Putin resumed the presidency in 2012, his rule is best described as 'manual management' as the Russians like to put it."
Vladimir Putin,Putin,"The practice of the system is characterized by Swedish economist Anders slund as manual management, commenting: ""After Putin resumed the presidency in 2012, his rule is best described as 'manual management' as the Russians like to put it."
Vladimir Putin,2012,"The practice of the system is characterized by Swedish economist Anders slund as manual management, commenting: ""After Putin resumed the presidency in 2012, his rule is best described as 'manual management' as the Russians like to put it."
Vladimir Putin,Russians,"The practice of the system is characterized by Swedish economist Anders slund as manual management, commenting: ""After Putin resumed the presidency in 2012, his rule is best described as 'manual management' as the Russians like to put it."
Vladimir Putin,Putin,"Putin does whatever he wants, with little consideration to the consequences with one important caveat."
Vladimir Putin,one,"Putin does whatever he wants, with little consideration to the consequences with one important caveat."
Vladimir Putin,Russian,"During the Russian financial crash of August 1998, Putin learned that financial crises are politically destabilizing and must be avoided at all costs."
Vladimir Putin,August 1998,"During the Russian financial crash of August 1998, Putin learned that financial crises are politically destabilizing and must be avoided at all costs."
Vladimir Putin,Putin,"During the Russian financial crash of August 1998, Putin learned that financial crises are politically destabilizing and must be avoided at all costs."
Vladimir Putin,2012,"""The period after 2012 saw mass protests against the falsification of elections, censorship and toughening of free assembly laws."
Vladimir Putin,July 2000,"In July 2000, according to a law proposed by Putin and approved by the Federal Assembly of Russia, Putin gained the right to dismiss the heads of the 89 federal subjects."
Vladimir Putin,Putin,"In July 2000, according to a law proposed by Putin and approved by the Federal Assembly of Russia, Putin gained the right to dismiss the heads of the 89 federal subjects."
Vladimir Putin,the Federal Assembly of Russia,"In July 2000, according to a law proposed by Putin and approved by the Federal Assembly of Russia, Putin gained the right to dismiss the heads of the 89 federal subjects."
Vladimir Putin,Putin,"In July 2000, according to a law proposed by Putin and approved by the Federal Assembly of Russia, Putin gained the right to dismiss the heads of the 89 federal subjects."
Vladimir Putin,89,"In July 2000, according to a law proposed by Putin and approved by the Federal Assembly of Russia, Putin gained the right to dismiss the heads of the 89 federal subjects."
Vladimir Putin,2004,"In 2004, the direct election of those heads (usually called ""governors"") by popular vote was replaced with a system whereby they would be nominated by the president and approved or disapproved by regional legislatures."
Vladimir Putin,Lynch,"Lynch, Dov (2005)."
Vladimir Putin,Dov,"Lynch, Dov (2005)."
Vladimir Putin,2005,"Lynch, Dov (2005)."
Vladimir Putin,Russia,"[ ""The enemy is at the gate"": Russia after Beslan]."
Vladimir Putin,Beslan].,"[ ""The enemy is at the gate"": Russia after Beslan]."
Vladimir Putin,International Affairs 81,"International Affairs 81 (1), 141161."
Vladimir Putin,1,"International Affairs 81 (1), 141161."
Vladimir Putin,141161,"International Affairs 81 (1), 141161."
Vladimir Putin,Putin,"[ Putin tightens grip on security], BBC News, 13 September 2004."
Vladimir Putin,BBC News,"[ Putin tightens grip on security], BBC News, 13 September 2004."
Vladimir Putin,13 September 2004,"[ Putin tightens grip on security], BBC News, 13 September 2004."
Vladimir Putin,Putin,This was seen by Putin as a necessary move to stop separatist tendencies and get rid of those governors who were connected with organised crime.
Vladimir Putin,first,"During his first term in office, Putin opposed some of the Yeltsin-era business oligarchs, as well as his political opponents, resulting in the exile or imprisonment of such people as Boris Berezovsky, Vladimir Gusinsky, and Mikhail Khodorkovsky; other oligarchs such as Roman Abramovich and Arkady Rotenberg are friends and allies with Putin."
Vladimir Putin,Putin,"During his first term in office, Putin opposed some of the Yeltsin-era business oligarchs, as well as his political opponents, resulting in the exile or imprisonment of such people as Boris Berezovsky, Vladimir Gusinsky, and Mikhail Khodorkovsky; other oligarchs such as Roman Abramovich and Arkady Rotenberg are friends and allies with Putin."
Vladimir Putin,Yeltsin,"During his first term in office, Putin opposed some of the Yeltsin-era business oligarchs, as well as his political opponents, resulting in the exile or imprisonment of such people as Boris Berezovsky, Vladimir Gusinsky, and Mikhail Khodorkovsky; other oligarchs such as Roman Abramovich and Arkady Rotenberg are friends and allies with Putin."
Vladimir Putin,Boris Berezovsky,"During his first term in office, Putin opposed some of the Yeltsin-era business oligarchs, as well as his political opponents, resulting in the exile or imprisonment of such people as Boris Berezovsky, Vladimir Gusinsky, and Mikhail Khodorkovsky; other oligarchs such as Roman Abramovich and Arkady Rotenberg are friends and allies with Putin."
Vladimir Putin,Vladimir Gusinsky,"During his first term in office, Putin opposed some of the Yeltsin-era business oligarchs, as well as his political opponents, resulting in the exile or imprisonment of such people as Boris Berezovsky, Vladimir Gusinsky, and Mikhail Khodorkovsky; other oligarchs such as Roman Abramovich and Arkady Rotenberg are friends and allies with Putin."
Vladimir Putin,Mikhail Khodorkovsky,"During his first term in office, Putin opposed some of the Yeltsin-era business oligarchs, as well as his political opponents, resulting in the exile or imprisonment of such people as Boris Berezovsky, Vladimir Gusinsky, and Mikhail Khodorkovsky; other oligarchs such as Roman Abramovich and Arkady Rotenberg are friends and allies with Putin."
Vladimir Putin,Roman Abramovich,"During his first term in office, Putin opposed some of the Yeltsin-era business oligarchs, as well as his political opponents, resulting in the exile or imprisonment of such people as Boris Berezovsky, Vladimir Gusinsky, and Mikhail Khodorkovsky; other oligarchs such as Roman Abramovich and Arkady Rotenberg are friends and allies with Putin."
Vladimir Putin,Arkady Rotenberg,"During his first term in office, Putin opposed some of the Yeltsin-era business oligarchs, as well as his political opponents, resulting in the exile or imprisonment of such people as Boris Berezovsky, Vladimir Gusinsky, and Mikhail Khodorkovsky; other oligarchs such as Roman Abramovich and Arkady Rotenberg are friends and allies with Putin."
Vladimir Putin,Putin,"During his first term in office, Putin opposed some of the Yeltsin-era business oligarchs, as well as his political opponents, resulting in the exile or imprisonment of such people as Boris Berezovsky, Vladimir Gusinsky, and Mikhail Khodorkovsky; other oligarchs such as Roman Abramovich and Arkady Rotenberg are friends and allies with Putin."
Vladimir Putin,Sergey Guriyev,"Economic, industrial, and energy policies Sergey Guriyev, when talking about Putin's economic policy, divided it into four distinct periods: the ""reform"" years of his first term (19992003); the ""statist"" years of his second term (2004  the first half of 2008); the world economic crisis and recovery (the second half of 20082013); and the Russo-Ukrainian War, Russia's growing isolation from the global economy, and stagnation (2014present).In 2000, Putin launched the ""Programme for the Socio-Economic Development of the Russian Federation for the Period 20002010"", but it was abandoned in 2008 when it was 30% complete."
Vladimir Putin,Putin,"Economic, industrial, and energy policies Sergey Guriyev, when talking about Putin's economic policy, divided it into four distinct periods: the ""reform"" years of his first term (19992003); the ""statist"" years of his second term (2004  the first half of 2008); the world economic crisis and recovery (the second half of 20082013); and the Russo-Ukrainian War, Russia's growing isolation from the global economy, and stagnation (2014present).In 2000, Putin launched the ""Programme for the Socio-Economic Development of the Russian Federation for the Period 20002010"", but it was abandoned in 2008 when it was 30% complete."
Vladimir Putin,four,"Economic, industrial, and energy policies Sergey Guriyev, when talking about Putin's economic policy, divided it into four distinct periods: the ""reform"" years of his first term (19992003); the ""statist"" years of his second term (2004  the first half of 2008); the world economic crisis and recovery (the second half of 20082013); and the Russo-Ukrainian War, Russia's growing isolation from the global economy, and stagnation (2014present).In 2000, Putin launched the ""Programme for the Socio-Economic Development of the Russian Federation for the Period 20002010"", but it was abandoned in 2008 when it was 30% complete."
Vladimir Putin,first,"Economic, industrial, and energy policies Sergey Guriyev, when talking about Putin's economic policy, divided it into four distinct periods: the ""reform"" years of his first term (19992003); the ""statist"" years of his second term (2004  the first half of 2008); the world economic crisis and recovery (the second half of 20082013); and the Russo-Ukrainian War, Russia's growing isolation from the global economy, and stagnation (2014present).In 2000, Putin launched the ""Programme for the Socio-Economic Development of the Russian Federation for the Period 20002010"", but it was abandoned in 2008 when it was 30% complete."
Vladimir Putin,19992003,"Economic, industrial, and energy policies Sergey Guriyev, when talking about Putin's economic policy, divided it into four distinct periods: the ""reform"" years of his first term (19992003); the ""statist"" years of his second term (2004  the first half of 2008); the world economic crisis and recovery (the second half of 20082013); and the Russo-Ukrainian War, Russia's growing isolation from the global economy, and stagnation (2014present).In 2000, Putin launched the ""Programme for the Socio-Economic Development of the Russian Federation for the Period 20002010"", but it was abandoned in 2008 when it was 30% complete."
Vladimir Putin,second,"Economic, industrial, and energy policies Sergey Guriyev, when talking about Putin's economic policy, divided it into four distinct periods: the ""reform"" years of his first term (19992003); the ""statist"" years of his second term (2004  the first half of 2008); the world economic crisis and recovery (the second half of 20082013); and the Russo-Ukrainian War, Russia's growing isolation from the global economy, and stagnation (2014present).In 2000, Putin launched the ""Programme for the Socio-Economic Development of the Russian Federation for the Period 20002010"", but it was abandoned in 2008 when it was 30% complete."
Vladimir Putin,2004,"Economic, industrial, and energy policies Sergey Guriyev, when talking about Putin's economic policy, divided it into four distinct periods: the ""reform"" years of his first term (19992003); the ""statist"" years of his second term (2004  the first half of 2008); the world economic crisis and recovery (the second half of 20082013); and the Russo-Ukrainian War, Russia's growing isolation from the global economy, and stagnation (2014present).In 2000, Putin launched the ""Programme for the Socio-Economic Development of the Russian Federation for the Period 20002010"", but it was abandoned in 2008 when it was 30% complete."
Vladimir Putin,the first half of 2008,"Economic, industrial, and energy policies Sergey Guriyev, when talking about Putin's economic policy, divided it into four distinct periods: the ""reform"" years of his first term (19992003); the ""statist"" years of his second term (2004  the first half of 2008); the world economic crisis and recovery (the second half of 20082013); and the Russo-Ukrainian War, Russia's growing isolation from the global economy, and stagnation (2014present).In 2000, Putin launched the ""Programme for the Socio-Economic Development of the Russian Federation for the Period 20002010"", but it was abandoned in 2008 when it was 30% complete."
Vladimir Putin,the second half of 20082013,"Economic, industrial, and energy policies Sergey Guriyev, when talking about Putin's economic policy, divided it into four distinct periods: the ""reform"" years of his first term (19992003); the ""statist"" years of his second term (2004  the first half of 2008); the world economic crisis and recovery (the second half of 20082013); and the Russo-Ukrainian War, Russia's growing isolation from the global economy, and stagnation (2014present).In 2000, Putin launched the ""Programme for the Socio-Economic Development of the Russian Federation for the Period 20002010"", but it was abandoned in 2008 when it was 30% complete."
